recipe,calories,carbohydrate,sugar,protein,category,servings,high_traffic,calories_per_serving,protein_ratio,carb_ratio,sugar_ratio,high_calorie
886,166.85,159.72,2.8,21.47,Breakfast,4,Unknown,41.7125,0.11669112451763682,0.8680906571009294,0.015218218381433772,0
887,30.37,38.4,0.1,35.2,Vegetable,2,High,15.185,0.4776119402985075,0.5210312075983717,0.00135685210312076,0
888,1716.03,19.99,6.71,25.29,Meat,2,High,858.015,0.48643969994229663,0.38449701865743413,0.1290632814002693,1
889,1129.21,85.35,1.69,11.92,Meat,4,High,282.3025,0.12045270816491513,0.8624696847210994,0.017077607113985448,0
890,110.86,17.28,10.33,60.57,Meat,4,Unknown,27.715,0.6868904513495123,0.19596280335677024,0.1171467452937174,0
891,288.55,21.48,4.55,10.8,Meat,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
892,309.67,23.22,10.01,7.25,Meat,1,Unknown,309.67,0.179100790513834,0.5736166007905138,0.2472826086956522,0
893,134.33,23.47,4.46,23.21,Vegetable,4,High,33.5825,0.45385217051231913,0.45893625342197886,0.087211576065702,0
894,288.55,21.48,4.55,10.8,One Dish Meal,4,Unknown,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
895,576.07,21.89,2.96,71.16,Meat,4,Unknown,144.0175,0.7411727945005729,0.22799708363712115,0.030830121862306013,0
896,309.05,126.18,37.76,2.76,Dessert,4,High,77.2625,0.016556688662267546,0.7569286142771446,0.22651469706058788,0
897,288.55,21.48,4.55,10.8,Meat,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
898,576.38,15.98,0.54,36.23,Meat,2,Unknown,288.19,0.686824644549763,0.3029383886255924,0.01023696682464455,0
899,643.99,31.56,2.3,57.14,Meat,2,High,321.995,0.627912087912088,0.3468131868131868,0.02527472527472527,0
900,35.81,3.38,0.07,0.12,Beverages,6,Unknown,5.968333333333334,0.03361344537815126,0.9467787114845938,0.019607843137254905,0
901,116.69,19.94,9.75,3.01,Vegetable,2,High,58.345,0.09204892966360854,0.6097859327217126,0.2981651376146789,0
902,92.61,1.35,3.59,0.04,Beverages,6,High,15.435,0.008032128514056226,0.27108433734939763,0.7208835341365463,0
903,779.72,24.92,1.62,22.45,Meat,4,High,194.93,0.45825678709940804,0.5086752398448663,0.03306797305572566,0
904,284.59,9.73,1.76,111.57,Meat,4,High,71.1475,0.9066309117503657,0.07906712172923779,0.014301966520396557,0
905,449.22,96.11,4.6,6.58,Meat,2,High,224.61,0.06132910802497903,0.8957964395563427,0.04287445241867835,0
906,42.3,12.14,1.86,87.25,Meat,2,Unknown,21.15,0.8617283950617284,0.11990123456790124,0.01837037037037037,0
907,194.37,12.17,1.58,3.67,Lunch & Snacks,4,Unknown,48.5925,0.21067738231917335,0.6986222732491388,0.09070034443168772,0
908,2332.32,7.47,3.62,34.33,One Dish Meal,1,High,2332.32,0.7558344341699691,0.16446499339498016,0.07970057243505063,1
909,109.42,51.67,2.54,4.5,Lunch & Snacks,1,High,109.42,0.07664793050587634,0.880088570941918,0.04326349855220576,0
910,868.76,46.47,2.68,23.05,Lunch & Snacks,1,High,868.76,0.3192520775623269,0.6436288088642659,0.037119113573407206,1
911,74.73,2.99,1.18,0.22,Vegetable,6,High,12.455,0.05011389521640092,0.6810933940774488,0.26879271070615035,0
912,288.55,21.48,4.55,10.8,Dessert,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
913,109.21,7.37,15.64,0.5,Beverages,1,Unknown,109.21,0.021267545725223307,0.31348362398979157,0.665248830284985,0
914,1089.14,5.14,7.51,47.4,Meat,6,Unknown,181.52333333333334,0.7893422148209825,0.08559533721898419,0.1250624479600333,0
915,231.35,60.56,0.01,5.16,Vegetable,6,High,38.55833333333333,0.07850296668188042,0.9213448957857904,0.00015213753232922562,0
916,124.67,22.33,0.61,1.31,Vegetable,4,High,31.1675,0.05402061855670104,0.9208247422680413,0.025154639175257735,0
917,64.27,0.16,51.64,0.74,Beverages,2,Unknown,32.135,0.014084507042253521,0.0030452988199467074,0.9828701941377997,0
918,367.92,45.8,0.93,4.61,Breakfast,2,Unknown,183.96,0.0897935333073627,0.8920919361121933,0.0181145305804441,0
919,288.55,21.48,4.55,10.8,Meat,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
920,1148.55,10.37,5.7,30.83,Meat,6,High,191.42499999999998,0.6573560767590618,0.2211087420042644,0.12153518123667378,0
921,375.32,131.8,16.43,4.76,Meat,4,High,93.83,0.03111314464997712,0.8614942153081901,0.10739264004183278,0
922,239.23,32.87,3.37,40.62,Breakfast,4,Unknown,59.8075,0.5284933645589384,0.4276606817590425,0.04384595368201927,0
923,27.65,31.14,3.6,8.66,Vegetable,4,High,6.9125,0.19953917050691242,0.7175115207373272,0.08294930875576036,0
924,324.12,28.42,7.79,12.47,Meat,2,High,162.06,0.2561626951520132,0.5838126540673788,0.16002465078060804,0
925,199.2,0.69,4.11,0.12,Beverages,4,Unknown,49.8,0.02439024390243902,0.14024390243902435,0.8353658536585366,0
926,3633.16,29.07,0.35,2.32,Meat,4,Unknown,908.29,0.07309388783868934,0.9158790170132325,0.011027095148078134,1
927,269.24,30.22,13.63,36.72,Meat,2,High,134.62,0.4557527615737868,0.3750775722973812,0.1691696661288321,0
928,253.14,19.23,11.22,2.35,One Dish Meal,2,High,126.57,0.07164634146341463,0.586280487804878,0.3420731707317073,0
929,5.87,47.91,30.06,24.72,Meat,4,High,1.4675,0.24072451066316097,0.46654981010809227,0.2927256792287467,0
930,350.88,1.34,0.54,0.06,Beverages,4,Unknown,87.72,0.03092783505154639,0.6907216494845361,0.27835051546391754,0
931,607.52,34.88,5.49,9.79,Lunch & Snacks,4,High,151.88,0.1951754385964912,0.6953748006379585,0.10944976076555024,0
932,110.17,65.7,58.15,5.92,Dessert,1,High,110.17,0.04561917238190646,0.5062803421437929,0.44810048547430076,0
933,1017.32,85.12,1.71,1.85,Vegetable,1,Unknown,1017.32,0.020861524582769513,0.9598556608028869,0.01928281461434371,1
934,47.74,5.33,0.87,17.42,Meat,4,High,11.935,0.7375105842506351,0.2256562235393734,0.03683319220999153,0
935,113.62,7.12,5.27,13.4,Vegetable,4,High,28.405,0.5195812330360605,0.27607599844901126,0.20434276851492825,0
936,262.29,60.13,72.49,5.07,Dessert,4,High,65.5725,0.0368218461761929,0.4367056431113371,0.52647251071247,0
937,164.86,1.62,7.57,48.35,Meat,4,High,41.215,0.8402850191171358,0.028154327424400417,0.13156065345846366,0
938,126.31,45.48,6.26,10.44,Dessert,1,High,126.31,0.16789964618848505,0.7314248954647797,0.10067545834673529,0
939,288.55,21.48,4.55,10.8,Meat,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
940,2283.29,34.34,5.12,17.57,Meat,6,Unknown,380.54833333333335,0.30808346484306504,0.6021392249693145,0.08977731018762056,0
941,1337.5,49.91,0.76,57.9,Meat,4,Unknown,334.375,0.5332964907432993,0.45970341715022567,0.007000092106475086,0
942,186.21,83.94,1.98,22.4,Meat,4,High,46.5525,0.206794682422452,0.7749261447562777,0.018279172821270312,0
943,1161.0,5.31,22.39,44.22,Lunch & Snacks,2,Unknown,580.5,0.6148498331479422,0.07383203559510566,0.3113181312569522,1
944,288.55,21.48,4.55,10.8,Vegetable,2,High,144.275,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
945,951.74,29.42,3.57,13.87,Meat,2,High,475.87,0.29598804950917623,0.6278275714895434,0.0761843790012804,0
946,266.61,35.77,0.97,8.07,Vegetable,6,High,44.435,0.18009372907833074,0.798259317116715,0.02164695380495425,0
947,184.56,45.21,6.2,0.03,Beverages,4,Unknown,46.14,0.000583203732503888,0.8788880248833592,0.12052877138413685,0
